,system_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,phase_i_cr30_101,phase_i_cr30_gln,phase_i_cr30_lln,phase_i_cr30_tln
0,0.0,0,0.0,0.0,0.0,0,0,0,0
1,1.0,1,0.0,0.0,0.0,0,0,0,0
2,2.0,1,0.0,0.0,0.8014547039521858,0,0,0,0
3,3.0,1,0.0,0.0,1.6455246303385742,0,0,0,0
4,4.0,1,0.0,0.0,2.425257964251796,0,0,0,0
5,5.0,1,0.0,0.0,3.1564782685600226,0,0,1,0
6,6.0,1,0.0,0.0,3.967843672485712,0,0,0,0
7,7.0,1,0.0,0.0,4.9067825960860185,0,0,0,0
8,8.0,1,0.0,0.0,5.767319981128095,0,0,0,0
9,9.0,1,0.0,0.0,6.50961030809364,0,0,0,1
10,10.0,2,0.0,0.0,6.88276951615487,0,0,0,0
11,11.0,1,0.0,0.0,7.919551837539377,0,0,0,0
12,12.0,1,0.0,0.0,8.756052960661064,0,0,0,0
13,13.0,1,0.0,0.0,9.276704790467743,1,0,0,0
14,14.0,1,0.0,0.0,9.366596360914553,0,0,0,0
15,15.0,1,0.0,0.0,9.496181664543675,0,0,0,0
16,16.0,1,0.0,0.0,9.781257897937166,0,0,0,0
17,17.0,1,0.0,0.0,10.015306096705622,0,0,0,0
18,18.0,1,0.0,0.0,10.213842697387554,0,0,0,0
19,19.0,2,1.0,0.05,10.457027752934374,0,0,1,0
20,20.0,2,2.0,0.09523809523809523,10.743569860905037,0,0,1,0
21,21.0,2,3.0,0.13636363636363635,11.102864214179416,0,0,1,0
22,22.0,2,4.0,0.17391304347826086,11.470221684120625,0,0,1,0
23,23.0,2,5.0,0.20833333333333334,11.777210263034604,0,0,1,0
24,24.0,2,6.0,0.24,11.98240434618044,0,0,2,0
25,25.0,2,7.0,0.2692307692307692,12.251244747134823,0,0,1,0
26,26.0,2,9.0,0.34615384615384615,12.955054080829248,1,0,1,0
27,27.0,3,11.0,0.4074074074074074,13.061137993361974,1,0,1,0
28,28.0,3,13.0,0.4642857142857143,12.986199936594492,1,0,1,0
29,29.0,4,16.0,0.5517241379310345,12.993704471393777,1,1,2,0
30,30.0,4,19.0,0.6333333333333333,12.854980547638622,1,1,1,0
31,31.0,5,23.0,0.7419354838709677,12.880523290360447,1,2,1,0
32,32.0,5,27.0,0.84375,13.134022630700331,1,2,2,0
33,33.0,5,31.0,0.9393939393939394,12.974888203078004,1,2,1,0
34,34.0,5,35.0,1.0294117647058822,12.944920003469353,1,2,1,0
35,35.0,5,39.0,1.1142857142857143,12.678212064491373,1,2,1,0
36,36.0,6,44.0,1.2222222222222223,12.490717627418217,1,2,2,0
37,37.0,7,49.0,1.2894736842105263,11.81850982189566,1,2,2,0
38,38.0,7,54.0,1.3846153846153846,11.192491890760316,1,2,2,0
39,39.0,6,59.0,1.475,11.479885970897062,1,2,2,0
40,40.0,7,65.0,1.5853658536585367,11.841138047131308,1,2,3,0
41,41.0,7,71.0,1.6904761904761905,12.070120629909454,1,2,3,0
42,42.0,9,79.0,1.8372093023255813,12.09712985870579,1,3,4,0
43,43.0,9,87.0,1.9772727272727273,12.10876238902435,1,3,4,0
44,44.0,9,95.0,2.111111111111111,12.163712697539895,1,3,4,0
45,45.0,9,103.0,2.239130434782609,12.329533961751409,1,3,4,0
46,46.0,8,111.0,2.4130434782608696,12.626366002023733,1,3,4,0
47,47.0,12,121.0,2.5208333333333335,12.385455283531265,2,3,5,0
48,48.0,7,95.0,1.9387755102040816,12.316023324318259,0,3,3,1
49,49.0,7,101.0,2.02,12.43674952457083,0,3,3,0
50,50.0,6,107.0,2.14,12.607972015403469,0,3,3,0
51,51.0,9,114.0,2.1923076923076925,12.279994111784415,1,3,3,0
52,52.0,9,121.0,2.240740740740741,12.187444483345839,1,3,4,0
53,53.0,8,128.0,2.327272727272727,12.449170568739856,1,3,3,0
54,54.0,9,136.0,2.4727272727272727,12.385945953041123,1,3,3,1
55,55.0,10,145.0,2.5892857142857144,12.40228009811786,1,3,3,2
56,56.0,11,154.0,2.6551724137931036,12.250752255191339,1,3,3,2
57,57.0,8,150.0,2.542372881355932,12.369066589078047,1,3,3,0
58,58.0,7,155.0,2.5833333333333335,12.445290117649114,0,3,3,0
59,59.0,8,162.0,2.6557377049180326,12.35676523939269,0,4,3,1
60,60.0,8,170.0,2.7868852459016393,12.532490148477498,1,3,3,1
61,61.0,10,178.0,2.8253968253968256,12.163439711171591,1,4,3,1
62,62.0,12,189.0,2.953125,12.254527266773676,2,4,3,2
63,63.0,12,200.0,3.125,12.33576181934438,2,4,3,3
64,64.0,15,213.0,3.227272727272727,12.397837136553614,3,4,5,2
65,65.0,14,227.0,3.4393939393939394,12.782593693341058,4,4,4,2
66,66.0,15,242.0,3.6666666666666665,12.930179487185098,4,5,4,2
67,67.0,17,257.0,3.7794117647058822,12.48145024279458,4,5,5,2
68,68.0,16,272.0,3.9420289855072466,12.288759871802911,4,5,4,2
69,69.0,16,280.0,4.0,12.26112755354733,5,5,4,2
70,70.0,17,296.0,4.169014084507042,11.983560593418453,6,4,4,2
71,71.0,16,312.0,4.394366197183099,11.887276645880165,6,4,4,2
72,72.0,20,331.0,4.597222222222222,11.781695856295565,7,6,4,2
73,73.0,22,351.0,4.743243243243243,11.577283830203525,8,6,4,2
74,74.0,23,373.0,4.973333333333334,11.407766412595835,9,8,4,2
75,75.0,23,389.0,5.118421052631579,11.23733346559734,8,7,5,2
76,76.0,23,404.0,5.246753246753247,10.722652884660475,7,7,5,3
77,77.0,22,420.0,5.384615384615385,10.573173610916493,6,8,5,2
78,78.0,21,433.0,5.481012658227848,10.658505725660202,5,8,5,2
79,79.0,20,451.0,5.6375,10.667429976692812,5,8,4,2
80,80.0,21,471.0,5.814814814814815,10.631172115107308,5,8,5,2
81,81.0,21,471.0,5.674698795180723,10.402504940864796,5,8,6,1
82,82.0,20,490.0,5.903614457831325,10.433893038734826,5,8,5,1
83,83.0,20,510.0,6.219512195121951,10.678401401634675,5,8,6,1
84,84.0,22,532.0,6.567901234567901,10.998420308098032,6,8,6,2
85,85.0,25,555.0,6.7682926829268295,10.669636936794976,6,9,6,2
