,system_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,phase_i_cr30_101,phase_i_cr30_gln,phase_i_cr30_lln,phase_i_cr30_tln
0,0.0,0,0.0,0.0,0.0,0,0,0,0
1,1.0,1,0.0,0.0,0.0,0,0,0,0
2,2.0,1,0.0,0.0,1.0792253101244569,0,0,0,0
3,3.0,1,0.0,0.0,2.1076409479059897,0,0,0,0
4,4.0,1,0.0,0.0,3.0195663958613297,0,0,0,0
5,5.0,1,0.0,0.0,3.9704454801930114,0,0,1,0
6,6.0,1,0.0,0.0,4.997566033655311,0,0,0,0
7,7.0,1,0.0,0.0,6.025508566370367,0,0,0,0
8,8.0,1,0.0,0.0,7.034161271189804,0,0,0,0
9,9.0,1,0.0,0.0,7.9272111373236545,0,0,0,1
10,10.0,2,0.0,0.0,7.963170036075142,0,0,0,0
11,11.0,1,0.0,0.0,8.95374989842391,0,0,0,0
12,12.0,1,0.0,0.0,9.442077981955126,0,0,0,0
13,13.0,1,0.0,0.0,9.627480981618827,1,0,0,0
14,14.0,1,0.0,0.0,9.583196547221126,0,0,0,0
15,15.0,1,0.0,0.0,9.927962972577058,0,0,0,0
16,16.0,1,0.0,0.0,10.10146532070903,0,0,0,0
17,17.0,1,0.0,0.0,10.292068215487115,0,0,0,0
18,18.0,1,0.0,0.0,10.593486558471733,0,0,0,0
19,19.0,2,1.0,0.05,10.77008730842844,0,0,1,0
20,20.0,2,2.0,0.09523809523809523,11.155985725653746,0,0,1,0
21,21.0,2,3.0,0.13636363636363635,11.82667331530982,0,0,1,0
22,22.0,3,5.0,0.21739130434782608,12.200066299048888,0,0,1,1
23,23.0,3,7.0,0.2916666666666667,12.631477376205103,0,0,1,1
24,24.0,3,9.0,0.36,12.723666462603605,0,0,2,1
25,25.0,3,11.0,0.4230769230769231,12.83797172091882,0,0,1,1
26,26.0,3,14.0,0.5384615384615384,13.510920610771372,1,0,1,1
27,27.0,4,17.0,0.6296296296296297,13.351986017683238,1,0,1,1
28,28.0,4,20.0,0.7142857142857143,13.083906773335654,1,0,1,1
29,29.0,4,23.0,0.7931034482758621,12.986853642610432,1,0,2,1
30,30.0,6,28.0,0.9333333333333333,12.981837850914493,1,1,1,1
31,31.0,7,34.0,1.096774193548387,13.119575950700227,1,2,1,1
32,32.0,6,37.0,1.15625,13.223900448210744,1,2,2,1
33,33.0,6,42.0,1.2727272727272727,13.081699356236197,1,2,1,1
34,34.0,6,47.0,1.3823529411764706,12.76674506432196,1,2,1,1
35,35.0,6,52.0,1.5294117647058822,11.889214676693468,1,2,1,1
36,36.0,6,43.0,1.2285714285714286,11.637033440392296,1,2,2,0
37,37.0,7,48.0,1.2972972972972974,11.00339466239851,1,2,2,0
38,38.0,9,55.0,1.4102564102564104,10.952447779343222,2,2,3,0
39,39.0,9,63.0,1.575,11.31098763120137,2,3,3,0
40,40.0,11,73.0,1.7804878048780488,11.32602446171356,2,3,4,0
41,41.0,10,81.0,1.9285714285714286,11.388010022039243,2,3,4,0
42,42.0,10,86.0,2.0,11.610665292022244,1,3,4,1
43,43.0,10,95.0,2.159090909090909,11.775545932311708,1,3,4,1
44,44.0,10,104.0,2.311111111111111,11.933442461610811,1,3,4,1
45,45.0,11,111.0,2.4130434782608696,12.161187925388846,1,3,5,0
46,46.0,11,122.0,2.652173913043478,12.46486845695154,2,3,5,0
47,47.0,13,133.0,2.7708333333333335,12.191349709299365,2,3,5,0
48,48.0,12,144.0,2.938775510204082,12.24100432078883,2,3,5,1
49,49.0,12,155.0,3.1,12.160000711389266,2,3,5,0
50,50.0,12,167.0,3.34,12.444042754267032,3,3,5,0
51,51.0,12,179.0,3.58,12.571786797155282,3,3,5,0
52,52.0,16,193.0,3.7115384615384617,12.107787042242117,4,3,7,0
53,53.0,16,207.0,3.8333333333333335,11.741210207119424,4,3,6,0
54,54.0,16,221.0,3.9464285714285716,11.439669713984642,4,3,6,0
55,55.0,16,236.0,4.140350877192983,11.372438795712878,4,3,7,0
56,56.0,17,251.0,4.254237288135593,11.044934879774678,4,3,7,0
57,57.0,15,263.0,4.383333333333334,10.976435683838154,4,3,6,0
58,58.0,17,279.0,4.65,10.775101442086598,4,3,7,1
59,59.0,18,296.0,4.852459016393443,10.45527467066808,5,4,7,1
60,60.0,17,313.0,5.131147540983607,10.255154324491924,5,3,7,1
61,61.0,21,332.0,5.26984126984127,9.652800375393058,5,4,8,2
62,62.0,22,353.0,5.515625,9.236083152699237,6,3,9,2
63,63.0,23,373.0,5.7384615384615385,9.181483038881002,7,3,10,2
64,64.0,25,396.0,6.0,8.679214997736956,7,3,11,1
65,65.0,23,418.0,6.333333333333333,8.879555285171664,8,3,10,1
66,66.0,25,442.0,6.597014925373134,8.958616871004729,8,4,10,1
67,67.0,26,467.0,6.867647058823529,9.022249377940637,9,4,11,1
68,68.0,27,493.0,7.144927536231884,9.11838681235496,9,4,10,2
69,69.0,27,519.0,7.414285714285715,9.04615953796825,9,5,10,2
70,70.0,29,547.0,7.704225352112676,8.941957376082751,10,4,10,3
71,71.0,28,575.0,8.098591549295774,8.860544239051393,10,4,10,3
72,72.0,27,595.0,8.26388888888889,8.63509616046898,10,4,10,1
73,73.0,30,595.0,8.04054054054054,8.415987841949136,11,6,10,1
74,74.0,31,625.0,8.333333333333334,8.359783926989401,11,8,11,1
75,75.0,31,655.0,8.618421052631579,8.403418201940566,11,7,11,1
76,76.0,33,686.0,8.794871794871796,8.34765596831516,12,7,11,2
77,77.0,32,717.0,9.075949367088608,8.38490520216891,12,7,11,1
78,78.0,33,749.0,9.3625,8.469469982635951,13,7,12,1
79,79.0,34,782.0,9.654320987654321,8.537782634086273,13,8,11,1
80,80.0,34,815.0,10.061728395061728,8.496518775418988,13,8,11,1
81,81.0,35,848.0,10.216867469879517,8.465030981692006,13,8,12,1
82,82.0,35,882.0,10.5,8.639632211305349,13,9,11,1
83,83.0,35,917.0,10.916666666666666,8.843661149503877,13,9,12,1
84,84.0,37,954.0,11.357142857142858,8.870514944551557,14,9,12,2
85,85.0,40,992.0,11.534883720930232,8.701267228261322,15,9,12,2
