,system_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,phase_i_cr30_101,phase_i_cr30_gln,phase_i_cr30_lln,phase_i_cr30_tln
0,0.0,0,0.0,0.0,0.0,0,0,0,0
1,1.0,1,0.0,0.0,0.0,0,0,0,0
2,2.0,1,0.0,0.0,1.0497512049623765,0,0,0,0
3,3.0,1,0.0,0.0,2.098534035931031,0,0,0,0
4,4.0,1,0.0,0.0,3.2276728283497502,0,0,0,0
5,5.0,1,0.0,0.0,4.324289987715892,0,0,1,0
6,6.0,1,0.0,0.0,5.357391998734481,0,0,0,0
7,7.0,1,0.0,0.0,6.3918953022520455,0,0,0,0
8,8.0,1,0.0,0.0,7.437126029643695,0,0,0,0
9,9.0,1,0.0,0.0,8.42754360410232,0,0,0,1
10,10.0,2,0.0,0.0,8.371922137505734,0,0,0,0
11,11.0,1,0.0,0.0,9.059770769696573,0,0,0,0
12,12.0,1,0.0,0.0,9.244319072242046,0,0,0,0
13,13.0,1,0.0,0.0,9.429433135209502,1,0,0,0
14,14.0,1,0.0,0.0,9.477730978654023,0,0,0,0
15,15.0,1,0.0,0.0,9.822360979390279,0,0,0,0
16,16.0,1,0.0,0.0,9.617113358224378,0,0,0,0
17,17.0,1,0.0,0.0,9.760533326122918,0,0,0,0
18,18.0,1,0.0,0.0,10.32168958236349,0,0,0,0
19,19.0,2,1.0,0.05,10.888259050041214,0,0,1,0
20,20.0,2,2.0,0.09523809523809523,11.2530901139792,0,0,1,0
21,21.0,2,3.0,0.13636363636363635,11.846527448468509,0,0,1,0
22,22.0,2,4.0,0.17391304347826086,12.338993085816211,0,0,1,0
23,23.0,2,5.0,0.20833333333333334,12.685274845626969,0,0,1,0
24,24.0,2,6.0,0.24,12.874362036886959,0,0,2,0
25,25.0,2,7.0,0.2692307692307692,13.060640767400653,0,0,1,0
26,26.0,2,9.0,0.34615384615384615,13.732213991310667,1,0,1,0
27,27.0,3,11.0,0.4074074074074074,13.793325030629846,1,0,1,0
28,28.0,3,13.0,0.4642857142857143,13.605688764315932,1,0,1,0
29,29.0,4,16.0,0.5517241379310345,13.375438952252109,1,1,2,0
30,30.0,5,20.0,0.6666666666666666,13.16833885530304,1,2,1,0
31,31.0,6,25.0,0.8064516129032258,12.951570713196077,1,2,1,0
32,32.0,5,28.0,0.875,12.922074801090403,1,2,2,0
33,33.0,5,32.0,0.9696969696969697,12.663488429695,1,2,1,0
34,34.0,5,36.0,1.0588235294117647,12.335187620227396,1,2,1,0
35,35.0,5,40.0,1.1428571428571428,12.107704456440285,1,2,1,0
36,36.0,5,44.0,1.2222222222222223,11.93019452805991,1,2,1,0
37,37.0,8,50.0,1.3157894736842106,11.446846903769194,1,2,3,0
38,38.0,8,56.0,1.4,11.365971248142825,1,2,3,0
39,39.0,8,63.0,1.5365853658536586,11.665418922172059,1,3,3,0
40,40.0,9,71.0,1.6904761904761905,11.977368708251987,1,3,4,0
41,41.0,10,80.0,1.9047619047619047,11.916597256440008,1,3,4,1
42,42.0,10,89.0,2.0697674418604652,12.043358071812976,1,3,4,1
43,43.0,9,98.0,2.2790697674418605,12.53986002669202,1,3,4,1
44,44.0,10,107.0,2.4318181818181817,12.627207883910772,1,3,4,1
45,45.0,9,102.0,2.217391304347826,12.560714991077095,1,3,3,0
46,46.0,7,109.0,2.369565217391304,12.846324679642118,1,3,3,0
47,47.0,9,116.0,2.4166666666666665,12.530522277606087,1,3,3,0
48,48.0,9,124.0,2.5306122448979593,12.515986124018115,2,3,3,1
49,49.0,10,133.0,2.66,12.490508349475752,3,3,3,0
50,50.0,10,142.0,2.784313725490196,12.635127711704644,3,3,3,0
51,51.0,10,151.0,2.9607843137254903,12.620680002991389,3,3,3,0
52,52.0,12,161.0,3.0377358490566038,12.509676544398472,4,3,4,0
53,53.0,12,172.0,3.185185185185185,12.607788228215249,5,3,3,0
54,54.0,12,183.0,3.327272727272727,12.542735955693434,5,3,3,0
55,55.0,12,194.0,3.4642857142857144,12.540362323001403,5,3,3,0
56,56.0,13,205.0,3.5344827586206895,12.180279644128941,5,3,3,0
57,57.0,12,216.0,3.6610169491525424,12.032198754321845,5,3,3,0
58,58.0,12,221.0,3.683333333333333,11.683322095535328,5,3,3,0
59,59.0,11,230.0,3.7704918032786887,11.445119453200812,4,4,3,0
60,60.0,10,240.0,3.9344262295081966,11.337165303576482,4,3,3,0
61,61.0,13,251.0,4.048387096774194,10.883749351700018,5,4,3,0
62,62.0,16,266.0,4.222222222222222,10.87925447512077,6,3,5,1
63,63.0,17,282.0,4.40625,10.94955598714266,6,3,6,2
64,64.0,19,299.0,4.53030303030303,10.917777531559103,6,4,7,1
65,65.0,17,316.0,4.787878787878788,11.255903466290611,6,4,6,1
66,66.0,17,330.0,4.925373134328358,11.384419973605327,6,3,6,1
67,67.0,17,346.0,5.088235294117647,11.696140284077796,6,3,7,1
68,68.0,18,363.0,5.260869565217392,11.828308619532427,6,4,6,1
69,69.0,16,365.0,5.2898550724637685,11.849706918908769,6,5,4,1
70,70.0,16,380.0,5.428571428571429,11.948302475859792,6,4,4,1
71,71.0,16,396.0,5.6571428571428575,11.980981306226681,7,4,4,1
72,72.0,18,413.0,5.816901408450704,11.819355622453271,7,5,4,1
73,73.0,20,431.0,5.904109589041096,11.497874752382906,7,6,4,1
74,74.0,20,450.0,6.081081081081081,11.416397613467012,7,8,4,1
75,75.0,20,469.0,6.253333333333333,11.328741402199906,7,7,4,1
76,76.0,22,489.0,6.35064935064935,10.881225415516907,7,8,4,2
77,77.0,22,510.0,6.538461538461538,10.557369786444438,7,8,5,1
78,78.0,22,515.0,6.518987341772152,10.265402270352205,7,8,6,0
79,79.0,22,535.0,6.6875,10.142680218176618,7,9,5,0
80,80.0,22,556.0,6.864197530864198,9.953727193810245,7,9,5,0
81,81.0,23,573.0,6.987804878048781,9.780648958503715,7,9,6,0
82,82.0,22,593.0,7.144578313253012,9.895291361396648,7,9,4,1
83,83.0,22,615.0,7.409638554216867,10.0735639848291,7,10,4,1
84,84.0,22,636.0,7.662650602409639,10.138531554543357,7,9,5,1
85,85.0,26,659.0,7.662790697674419,9.878915835788,8,9,6,1
