system_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_total_vehicles
6.3,0,0.0,0.0,13.65238160195262,24
6.4,0,0.0,0.0,13.657731095648643,24
6.5,0,0.0,0.0,13.657579284967275,24
6.6,0,0.0,0.0,13.657287586131774,24
6.7,0,0.0,0.0,13.665351019642998,24
6.8,0,0.0,0.0,13.648079673339538,24
6.9,0,0.0,0.0,13.648417054499598,24
7.0,0,0.0,0.0,13.647741239764022,24
7.1,0,0.0,0.0,13.656912374925227,24
7.2,0,0.0,0.0,13.636777651590412,24
7.3,0,0.0,0.0,13.633599491673715,24
7.4,0,0.0,0.0,13.6374692978979,24
7.5,0,0.0,0.0,13.62564754967091,24
7.6,0,0.0,0.0,13.622457691470899,24
7.7,0,0.0,0.0,13.618776421391923,24
7.8,0,0.0,0.0,13.6128775455947,24
7.9,0,0.0,0.0,13.623184247843461,24
8.0,0,0.0,0.0,13.60077170277363,24
8.1,0,0.0,0.0,13.411780435081525,28
8.2,0,0.0,0.0,13.361126281782324,28
8.3,0,0.0,0.0,13.324121167509793,28
8.4,0,0.0,0.0,13.293102280254432,28
8.5,0,0.0,0.0,13.259288952730122,28
8.6,0,0.0,0.0,13.231121108169793,28
8.7,0,0.0,0.0,13.1876467779513,28
8.8,0,0.0,0.0,13.15327149312476,28
8.9,0,0.0,0.0,13.120798141509662,28
9.0,0,0.0,0.0,13.092004032977298,28
9.1,0,0.0,0.0,13.04766408127604,28
9.2,0,0.0,0.0,13.014580098975983,28
9.3,0,0.0,0.0,12.973548117314001,28
9.4,0,0.0,0.0,12.956679127796116,28
9.5,0,0.0,0.0,12.917256960170528,28
9.6,0,0.0,0.0,12.865142335256154,28
9.7,0,0.0,0.0,12.805816677394844,28
9.8,0,0.0,0.0,12.767118870754292,28
9.9,0,0.0,0.0,12.713893693227657,28
10.0,0,0.0,0.0,12.625843909574241,28
10.1,0,0.0,0.0,12.905172996554036,32
10.2,0,0.0,0.0,12.835751495151507,32
10.3,0,0.0,0.0,12.765728812298686,32
10.4,0,0.0,0.0,12.702014209384975,32
10.5,0,0.0,0.0,12.62684238395713,32
10.6,0,0.0,0.0,12.544533284422096,32
10.7,0,0.0,0.0,12.45828553538826,32
10.8,0,0.0,0.0,12.354726464577187,32
10.9,0,0.0,0.0,12.257179007108984,32
11.0,0,0.0,0.0,12.167996327303909,32
11.1,0,0.0,0.0,12.04743822486398,32
11.2,1,0.1,0.003125,11.9241735508112,32
11.3,2,0.30000000000000004,0.009375000000000001,11.825603987066073,32
11.4,2,0.5,0.015625,11.712112243010562,32
11.5,2,0.7,0.021875,11.619689874977215,32
11.6,2,0.9,0.028125,11.516889353232873,32
11.7,2,1.1,0.034375,11.423654201901915,32
11.8,2,1.2999999999999998,0.040624999999999994,11.323372518982529,32
11.9,2,1.5,0.046875,11.21649320147366,32
12.0,2,1.7000000000000002,0.053125000000000006,11.092762778096596,32
12.1,2,1.9,0.0475,11.697595335986023,40
12.2,2,2.1,0.052500000000000005,11.588149302205498,40
12.3,2,2.3,0.057499999999999996,11.50527807648929,40
12.4,2,2.5,0.0625,11.394801407912796,40
12.5,2,2.7,0.0675,11.30410376724473,40
12.6,3,3.0,0.075,11.19414695015438,40
12.7,3,3.3000000000000003,0.08249999999999999,11.121052280439011,40
12.8,3,3.5999999999999996,0.09,11.034676366817678,40
12.9,4,4.0,0.1,10.944906694048965,40
13.0,4,4.4,0.11000000000000001,10.85534130995526,40
13.1,4,4.8,0.12,10.760209350295261,40
13.2,4,5.2,0.13,10.668544591369994,40
13.3,6,5.8,0.14500000000000002,10.58169757676277,40
13.4,6,6.4,0.16,10.509726810178424,40
13.5,6,7.0,0.175,10.432370040576444,40
13.6,6,7.6,0.19,10.35475617263123,40
13.7,6,8.2,0.205,10.28016126929948,40
13.8,6,8.8,0.22000000000000003,10.215918273176563,40
13.9,6,9.4,0.23499999999999996,10.134197754265651,40
14.0,6,10.0,0.25,10.078967638923439,40
14.1,7,10.700000000000001,0.2431818181818182,10.402947181956051,44
14.2,7,11.4,0.25909090909090904,10.336694731517277,44
14.3,7,12.1,0.275,10.269370424259693,44
14.4,7,12.799999999999999,0.29090909090909095,10.21444814988562,44
14.5,7,13.5,0.3068181818181818,10.137471151740634,44
14.6,7,14.200000000000001,0.3227272727272727,10.074882161248082,44
14.7,7,14.900000000000002,0.3386363636363636,9.994352077343022,44
14.8,7,15.6,0.35454545454545455,9.91690447787256,44
14.9,7,16.3,0.3704545454545455,9.844141999749336,44
15.0,8,17.1,0.38863636363636367,9.759953772005519,44
15.1,8,17.900000000000002,0.4068181818181818,9.689954916819328,44
15.2,8,18.7,0.42500000000000004,9.622467792789031,44
15.3,8,19.500000000000004,0.4431818181818182,9.546368005559648,44
15.4,8,20.3,0.46136363636363636,9.484377191448138,44
15.5,8,21.1,0.47954545454545455,9.40387463448085,44
15.6,8,21.9,0.4977272727272727,9.331608851574073,44
15.7,8,22.7,0.515909090909091,9.261791312346107,44
15.8,8,23.500000000000004,0.5340909090909091,9.197812071257168,44
15.9,8,24.3,0.5522727272727272,9.128413377885863,44
16.0,8,25.1,0.5704545454545454,9.049587302500461,44
16.1,8,25.900000000000002,0.5395833333333333,9.396781258769503,48
16.2,8,26.7,0.55625,9.317970449502376,48
16.3,8,27.500000000000004,0.5729166666666666,9.256270651303486,48
16.4,8,28.3,0.5895833333333333,9.18615766364077,48
16.5,8,29.1,0.60625,9.118339251858925,48
16.6,8,29.9,0.6229166666666667,9.042604151187154,48
16.7,8,30.7,0.6395833333333333,8.97177735720445,48
16.8,8,31.5,0.65625,8.903229943045076,48
16.9,8,32.300000000000004,0.6729166666666667,8.82264286983475,48
17.0,8,33.1,0.6895833333333332,8.751149279841792,48
17.1,8,33.9,0.7062499999999999,8.674957529909378,48
17.2,8,34.7,0.7229166666666668,8.60179769224615,48
17.3,8,35.5,0.7395833333333334,8.536608303012436,48
17.4,8,36.300000000000004,0.7562500000000001,8.468275708674895,48
17.5,8,37.099999999999994,0.7729166666666666,8.389691502241531,48
17.6,8,37.9,0.7895833333333333,8.324518911046342,48
17.7,8,38.7,0.80625,8.246162176960809,48
17.8,8,39.5,0.8229166666666666,8.185541454507405,48
17.9,8,40.300000000000004,0.8395833333333335,8.107860331032095,48
18.0,8,41.099999999999994,0.8562499999999998,8.041058368954713,48
18.1,8,41.9,0.7482142857142858,8.784993115405994,56
18.2,9,42.800000000000004,0.7642857142857142,8.712848401361217,56
18.3,10,43.79999999999999,0.7821428571428571,8.666526583052727,56
18.4,10,44.800000000000004,0.7999999999999999,8.613444995483329,56
18.5,10,45.800000000000004,0.8178571428571428,8.557418327956425,56
18.6,10,46.8,0.8357142857142856,8.506173194583464,56
