,system_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,phase_i_cr30_101,phase_i_cr30_gln,phase_i_cr30_lln,phase_i_cr30_tln
0,0.0,0,0.0,0.0,0.0,0,0,0,0
1,1.0,1,0.0,0.0,0.0,0,0,0,0
2,2.0,1,0.0,0.0,0.8316794628277422,0,0,0,0
3,3.0,1,0.0,0.0,1.9148673578941577,0,0,0,0
4,4.0,1,0.0,0.0,3.0733593772805765,0,0,0,0
5,5.0,1,0.0,0.0,4.0928728072112435,0,0,1,0
6,6.0,1,0.0,0.0,5.1170528877759365,0,0,0,0
7,7.0,1,0.0,0.0,6.257205792702736,0,0,0,0
8,8.0,1,0.0,0.0,7.336103326745797,0,0,0,0
9,9.0,1,0.0,0.0,8.263949456329769,0,0,0,1
10,10.0,2,0.0,0.0,8.46736248911316,0,0,0,0
11,11.0,1,0.0,0.0,9.154668758212729,0,0,0,0
12,12.0,1,0.0,0.0,9.510936829023777,0,0,0,0
13,13.0,1,0.0,0.0,9.578129691922953,1,0,0,0
14,14.0,1,0.0,0.0,9.593084423626014,0,0,0,0
15,15.0,1,0.0,0.0,9.895356671805619,0,0,0,0
16,16.0,1,0.0,0.0,9.916643329693573,0,0,0,0
17,17.0,1,0.0,0.0,10.227804206130818,0,0,0,0
18,18.0,2,1.0,0.05263157894736842,10.40317141113839,0,0,1,0
19,19.0,2,2.0,0.1,10.986173560681179,0,0,1,0
20,20.0,2,3.0,0.14285714285714285,11.44380414136538,0,0,1,0
21,21.0,2,4.0,0.18181818181818182,11.847073718988385,0,0,1,0
22,22.0,2,5.0,0.21739130434782608,12.289697318392019,0,0,1,0
23,23.0,2,6.0,0.25,12.516474376790137,0,0,1,0
24,24.0,2,7.0,0.28,12.94181993475842,0,0,2,0
25,25.0,2,8.0,0.3076923076923077,13.116606566011399,0,0,1,0
26,26.0,1,9.0,0.34615384615384615,13.923502751908634,0,0,1,0
27,27.0,2,10.0,0.37037037037037035,14.15035998969239,0,0,1,0
28,28.0,3,12.0,0.42857142857142855,14.105642715996794,1,0,1,0
29,29.0,3,14.0,0.4827586206896552,13.924577811656436,1,0,2,0
30,30.0,4,17.0,0.5666666666666667,13.66901786659504,1,0,1,0
31,31.0,4,20.0,0.6451612903225806,13.512112044621327,1,0,1,0
32,32.0,5,24.0,0.75,13.320458423126752,1,1,2,0
33,33.0,3,22.0,0.6666666666666666,13.25387259529912,1,0,1,0
34,34.0,3,24.0,0.7058823529411765,13.172083622929176,1,0,1,0
35,35.0,3,26.0,0.7647058823529411,12.915904480534687,1,0,1,0
36,36.0,2,28.0,0.8235294117647058,13.126564465149002,1,0,1,0
37,37.0,5,31.0,0.8611111111111112,12.647089528983566,2,0,1,0
38,38.0,6,35.0,0.9210526315789473,12.49432476926898,2,0,2,0
39,39.0,5,39.0,1.0,12.574643607902841,2,0,2,0
40,40.0,6,43.0,1.048780487804878,12.551014072179619,2,0,2,0
41,41.0,7,49.0,1.1666666666666667,12.766663457011445,2,0,3,1
42,42.0,7,55.0,1.2790697674418605,12.931183868436927,2,0,3,1
43,43.0,7,61.0,1.3863636363636365,12.891563192771333,2,0,3,1
44,44.0,7,67.0,1.488888888888889,12.925604875070395,2,0,3,1
45,45.0,8,57.0,1.2666666666666666,12.564996232100796,1,0,5,1
46,46.0,8,64.0,1.4222222222222223,12.39722950075512,1,0,5,1
47,47.0,9,71.0,1.5106382978723405,12.021735303838515,1,0,5,1
48,48.0,8,75.0,1.5625,12.544706693198455,2,0,4,2
49,49.0,8,82.0,1.6734693877551021,12.71655616267288,2,0,4,1
50,50.0,7,89.0,1.816326530612245,13.07880079687378,2,0,4,1
51,51.0,8,96.0,1.92,12.927027665600015,2,0,4,1
52,52.0,9,103.0,1.9807692307692308,12.572093583910043,2,0,5,1
53,53.0,8,110.0,2.0754716981132075,12.682251505538273,2,0,4,1
54,54.0,8,117.0,2.1666666666666665,12.593121222983333,2,0,4,1
55,55.0,10,126.0,2.290909090909091,12.55330354468376,3,0,4,2
56,56.0,13,137.0,2.4035087719298245,12.383731238127904,3,0,4,4
57,57.0,9,85.0,1.4655172413793103,12.22360109063817,2,0,2,4
58,58.0,8,51.0,0.864406779661017,12.028617445627333,1,0,1,5
59,59.0,6,34.0,0.5666666666666667,11.86153582052363,0,1,0,5
60,60.0,5,39.0,0.65,11.701101585565807,0,0,0,5
61,61.0,8,45.0,0.7258064516129032,11.237073280835425,1,1,0,5
62,62.0,9,53.0,0.8412698412698413,11.369288881978099,1,0,1,5
63,63.0,10,62.0,0.96875,11.427525522666844,2,0,1,6
64,64.0,10,68.0,1.0303030303030303,11.489820710053266,2,0,2,5
65,65.0,8,76.0,1.1692307692307693,11.777824655825366,2,0,1,5
66,66.0,10,85.0,1.2878787878787878,12.13790576770434,2,1,1,5
67,67.0,11,95.0,1.4179104477611941,12.558550959855795,2,1,3,5
68,68.0,11,105.0,1.5441176470588236,12.53382045781013,2,1,2,5
69,69.0,13,117.0,1.6956521739130435,12.64010165747735,2,2,3,6
70,70.0,13,129.0,1.8970588235294117,12.228762433378702,2,1,3,6
71,71.0,13,142.0,2.088235294117647,12.15188568089957,2,1,3,7
72,72.0,15,156.0,2.260869565217391,11.750652195604085,2,2,3,7
73,73.0,16,170.0,2.4285714285714284,11.392416554929834,2,2,3,7
74,74.0,16,185.0,2.642857142857143,11.134646278089127,2,4,3,7
75,75.0,16,192.0,2.742857142857143,10.866291332303124,2,3,3,7
76,76.0,18,208.0,2.888888888888889,10.380602745948032,2,3,3,9
77,77.0,19,226.0,3.095890410958904,9.958488888365814,3,4,3,8
78,78.0,17,144.0,1.945945945945946,9.666967513865162,4,2,5,6
79,79.0,14,118.0,1.5733333333333333,9.639423940209683,4,0,4,4
80,80.0,13,117.0,1.5394736842105263,9.86869085395435,4,0,4,3
81,81.0,11,99.0,1.2857142857142858,10.060878159936598,2,0,5,2
82,82.0,10,87.0,1.1153846153846154,10.34330965734283,1,1,4,2
83,83.0,11,98.0,1.2727272727272727,11.033119883595925,1,1,4,3
84,84.0,11,108.0,1.4025974025974026,11.546952963004427,1,1,5,3
