,system_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,phase_i_cr30_101,phase_i_cr30_gln,phase_i_cr30_lln,phase_i_cr30_tln
0,0.0,0,0.0,0.0,0.0,0,0,0,0
1,1.0,1,0.0,0.0,0.0,0,0,0,0
2,2.0,1,0.0,0.0,0.7181591129512527,0,0,0,0
3,3.0,1,0.0,0.0,1.670808877501016,0,0,0,0
4,4.0,1,0.0,0.0,2.775221166503616,0,0,0,0
5,5.0,1,0.0,0.0,3.589485662523657,0,0,1,0
6,6.0,1,0.0,0.0,4.48532039411366,0,0,0,0
7,7.0,1,0.0,0.0,5.628029782278462,0,0,0,0
8,8.0,1,0.0,0.0,6.653962418242009,0,0,0,0
9,9.0,1,0.0,0.0,7.597047939353312,0,0,0,1
10,10.0,2,0.0,0.0,7.680467109198005,0,0,0,0
11,11.0,1,0.0,0.0,8.686009617972497,0,0,0,0
12,12.0,1,0.0,0.0,9.402086537159857,0,0,0,0
13,13.0,1,0.0,0.0,9.825701510417023,1,0,0,0
14,14.0,1,0.0,0.0,9.497415529728512,0,0,0,0
15,15.0,1,0.0,0.0,9.666923700544634,0,0,0,0
16,16.0,1,0.0,0.0,9.80031805363275,0,0,0,0
17,17.0,1,0.0,0.0,9.816539293467683,0,0,0,0
18,18.0,1,0.0,0.0,10.216263060350995,0,0,0,0
19,19.0,1,0.0,0.0,10.814411066386345,0,0,0,0
20,20.0,1,0.0,0.0,11.33426723167341,0,0,0,0
21,21.0,1,0.0,0.0,12.117614499673824,0,0,0,0
22,22.0,1,0.0,0.0,12.370924042460556,0,0,0,0
23,23.0,1,0.0,0.0,12.467495955074199,0,0,0,0
24,24.0,1,0.0,0.0,12.811816046953561,0,0,1,0
25,25.0,1,0.0,0.0,13.300066852700839,0,0,0,0
26,26.0,0,0.0,0.0,14.024018388154976,0,0,0,0
27,27.0,2,1.0,0.037037037037037035,14.243923616016788,0,1,0,0
28,28.0,2,2.0,0.07142857142857142,14.052081922578788,0,1,0,0
29,29.0,2,3.0,0.10344827586206896,13.880528242270245,0,1,1,0
30,30.0,3,5.0,0.16666666666666666,13.679016053280641,0,1,0,0
31,31.0,3,7.0,0.22580645161290322,13.826400376366085,0,1,0,0
32,32.0,3,7.0,0.21875,14.078264943442925,0,2,1,0
33,33.0,3,9.0,0.2727272727272727,14.150788255901961,0,2,0,0
34,34.0,3,11.0,0.3235294117647059,13.997123760888858,0,2,0,0
35,35.0,3,13.0,0.37142857142857144,13.903900979401604,0,2,0,0
36,36.0,1,0.0,0.0,13.890740358480748,0,0,0,0
37,37.0,2,0.0,0.0,13.500122033468694,0,0,0,0
38,38.0,3,1.0,0.025,13.56249791029106,0,0,1,0
39,39.0,2,2.0,0.04878048780487805,13.867100106300907,0,0,1,0
40,40.0,2,3.0,0.07142857142857142,14.179284717902238,0,0,1,0
41,41.0,2,4.0,0.09523809523809523,14.38176004871988,0,0,1,0
42,42.0,2,5.0,0.11627906976744186,14.510082078856538,0,0,1,0
43,43.0,3,7.0,0.1590909090909091,14.599047885738285,0,0,2,0
44,44.0,4,10.0,0.2222222222222222,14.836211778533807,0,0,3,0
45,45.0,2,3.0,0.06521739130434782,15.271611942371274,0,0,1,0
46,46.0,0,0.0,0.0,16.006446109376867,0,0,0,0
47,47.0,3,1.0,0.020833333333333332,15.877669289882682,1,0,0,0
48,48.0,2,2.0,0.04081632653061224,15.99413811382323,1,0,0,1
49,49.0,2,3.0,0.06,16.128062950168957,1,0,0,0
50,50.0,2,4.0,0.08,15.947814240334228,1,0,0,0
51,51.0,2,5.0,0.10204081632653061,15.315927833193527,1,0,0,0
52,52.0,3,6.0,0.11764705882352941,14.622401677612366,1,0,1,0
53,53.0,2,7.0,0.13725490196078433,14.364520269806052,1,0,0,0
54,54.0,2,8.0,0.15384615384615385,14.121100662043942,1,0,0,0
55,55.0,3,10.0,0.18867924528301888,14.106570684648348,1,1,0,0
56,56.0,4,13.0,0.24074074074074073,14.079983959475395,2,1,0,0
57,57.0,6,18.0,0.32727272727272727,13.956783986008494,3,1,0,0
58,58.0,5,21.0,0.375,13.795145864777064,3,1,0,0
59,59.0,7,27.0,0.47368421052631576,13.501982500900006,4,2,0,0
60,60.0,8,34.0,0.5862068965517241,13.02743365675395,4,1,0,1
61,61.0,8,39.0,0.6610169491525424,12.728348359300767,5,1,0,1
62,62.0,11,48.0,0.7868852459016393,12.235710369743472,5,3,0,2
63,63.0,7,42.0,0.6774193548387096,12.603331014592634,5,0,0,2
64,64.0,9,49.0,0.765625,12.684285122136236,6,0,1,1
65,65.0,7,56.0,0.8888888888888888,13.043744416637463,6,0,0,1
66,66.0,8,63.0,0.984375,13.244598421158416,6,0,0,1
67,67.0,9,71.0,1.0923076923076922,13.530867043163221,7,0,1,1
68,68.0,11,81.0,1.2272727272727273,13.540060959366937,8,0,0,1
69,69.0,9,54.0,0.8059701492537313,13.63198678859715,6,1,0,1
70,70.0,8,48.0,0.7164179104477612,13.647629007078208,5,0,0,1
71,71.0,5,38.0,0.5671641791044776,13.972533508513399,4,0,0,1
72,72.0,5,31.0,0.45588235294117646,14.108716505247358,3,0,0,1
73,73.0,7,36.0,0.5217391304347826,14.037879589676342,4,0,0,1
74,74.0,7,42.0,0.6,13.914920622693387,4,2,0,1
75,75.0,7,48.0,0.676056338028169,13.706394621155479,4,1,0,1
76,76.0,8,54.0,0.7605633802816901,13.185085452589243,4,1,0,2
77,77.0,8,62.0,0.8857142857142857,13.278297158075809,5,1,1,1
78,78.0,8,68.0,0.9577464788732394,13.22518933049684,4,1,2,1
79,79.0,9,76.0,1.0704225352112675,13.342631457308519,4,1,2,1
80,80.0,13,87.0,1.2253521126760563,13.078549063281697,5,1,3,2
81,81.0,13,98.0,1.3424657534246576,13.006121284442436,5,1,4,2
82,82.0,12,109.0,1.4931506849315068,12.932251169805847,5,1,3,2
83,83.0,11,120.0,1.643835616438356,13.201793539356178,5,1,3,2
84,84.0,11,131.0,1.7945205479452055,13.362835408248337,5,1,3,2
85,85.0,16,145.0,1.9333333333333333,13.167533313756172,5,2,4,3
