,system_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,phase_i_cr30_101,phase_i_cr30_gln,phase_i_cr30_lln,phase_i_cr30_tln
0,0.0,0,0.0,0.0,0.0,0,0,0,0
1,1.0,1,0.0,0.0,0.0,0,0,0,0
2,2.0,1,0.0,0.0,1.0459569170721807,0,0,0,0
3,3.0,1,0.0,0.0,2.184824186718713,0,0,0,0
4,4.0,1,0.0,0.0,3.3455308682867333,0,0,0,0
5,5.0,1,0.0,0.0,4.417800002540462,0,0,1,0
6,6.0,1,0.0,0.0,5.535020491030689,0,0,0,0
7,7.0,1,0.0,0.0,6.754730302687469,0,0,0,0
8,8.0,1,0.0,0.0,7.946181494457415,0,0,0,0
9,9.0,1,0.0,0.0,8.989076494153899,0,0,0,1
10,10.0,2,0.0,0.0,9.078535490800478,0,0,0,0
11,11.0,1,0.0,0.0,9.775186018230437,0,0,0,0
12,12.0,1,0.0,0.0,10.101558801852295,0,0,0,0
13,13.0,1,0.0,0.0,9.876627985455604,1,0,0,0
14,14.0,1,0.0,0.0,10.049621076768632,0,0,0,0
15,15.0,1,0.0,0.0,10.394793155703464,0,0,0,0
16,16.0,1,0.0,0.0,10.616817529155384,0,0,0,0
17,17.0,1,0.0,0.0,11.154618338816098,0,0,0,0
18,18.0,1,0.0,0.0,11.489181658898623,0,0,0,0
19,19.0,1,0.0,0.0,11.96182518218038,0,0,0,0
20,20.0,1,0.0,0.0,12.55904760987149,0,0,0,0
21,21.0,2,1.0,0.045454545454545456,12.930068429992197,0,0,0,1
22,22.0,2,2.0,0.08695652173913043,13.292883513444059,0,0,0,1
23,23.0,2,3.0,0.125,13.521777031540381,0,0,0,1
24,24.0,2,4.0,0.16,13.489499578011621,0,0,1,1
25,25.0,3,6.0,0.23076923076923078,13.534635449686155,1,0,0,1
26,26.0,2,8.0,0.3076923076923077,14.157331590376645,1,0,0,1
27,27.0,4,11.0,0.4074074074074074,14.225517537290834,1,1,0,1
28,28.0,4,14.0,0.5,13.974354950258302,1,1,0,1
29,29.0,5,18.0,0.6206896551724138,13.785868967746612,1,1,1,1
30,30.0,5,22.0,0.7333333333333333,13.7029441080725,1,1,0,1
31,31.0,5,24.0,0.7741935483870968,13.896234265691115,1,2,0,1
32,32.0,5,28.0,0.875,14.03972992878611,1,2,1,1
33,33.0,4,32.0,1.0,14.677568640570733,1,2,0,1
34,34.0,5,36.0,1.0909090909090908,14.501325194169077,1,2,0,1
35,35.0,5,40.0,1.1764705882352942,14.29489550501317,1,2,0,1
36,36.0,4,44.0,1.2941176470588236,14.703480669960086,1,2,0,1
37,37.0,7,48.0,1.2972972972972974,13.811807689203933,1,2,0,1
38,38.0,6,52.0,1.3333333333333333,13.707159949952647,1,2,0,1
39,39.0,5,56.0,1.4,13.863926108808354,1,2,0,1
40,40.0,5,60.0,1.4634146341463414,13.81058948342487,1,2,0,1
41,41.0,5,64.0,1.5609756097560976,13.82903906433438,1,2,0,1
42,42.0,6,69.0,1.6829268292682926,13.796046301372696,1,3,0,1
43,43.0,5,74.0,1.8048780487804879,14.126392575748035,1,3,0,1
44,44.0,7,79.0,1.8372093023255813,13.854747271608328,1,3,0,1
45,45.0,7,84.0,1.8666666666666667,13.700235424531611,1,3,0,1
46,46.0,7,90.0,1.9565217391304348,13.627980867758108,2,3,0,1
47,47.0,9,97.0,2.0208333333333335,13.451265983648634,2,3,1,1
48,48.0,9,105.0,2.142857142857143,13.475508259885911,2,3,2,2
49,49.0,9,113.0,2.26,13.303030583975703,2,3,2,1
50,50.0,8,121.0,2.42,13.011860014241728,2,3,2,1
51,51.0,10,130.0,2.549019607843137,12.704974703352894,2,3,2,2
52,52.0,12,140.0,2.641509433962264,12.247251776060113,2,4,3,2
53,53.0,12,151.0,2.7962962962962963,12.206660154412633,3,4,2,2
54,54.0,13,163.0,2.963636363636364,12.187505250396661,4,4,2,2
55,55.0,13,175.0,3.125,12.258248750367853,4,4,2,2
56,56.0,15,188.0,3.2413793103448274,12.049101938946972,4,4,3,2
57,57.0,15,202.0,3.4237288135593222,11.94668250055365,4,4,4,2
58,58.0,16,217.0,3.6166666666666667,11.984821450914605,5,4,4,2
59,59.0,15,232.0,3.8666666666666667,12.046922352040182,5,4,4,2
60,60.0,13,164.0,2.6885245901639343,11.961066546575658,5,2,4,2
61,61.0,15,169.0,2.725806451612903,11.91460616676987,6,0,5,3
62,62.0,15,183.0,2.9047619047619047,11.727296610155086,6,0,5,3
63,63.0,13,184.0,2.9206349206349205,12.019625766211513,6,0,5,2
64,64.0,16,197.0,3.0307692307692307,11.394727009970815,6,0,6,3
65,65.0,14,210.0,3.230769230769231,11.494519240797063,6,1,5,2
66,66.0,15,224.0,3.393939393939394,11.794898554608325,6,0,6,2
67,67.0,16,239.0,3.5671641791044775,11.992572808878766,6,0,7,2
68,68.0,16,254.0,3.735294117647059,12.05664158915877,6,0,6,2
69,69.0,15,266.0,3.8550724637681157,12.170375650211119,6,1,6,2
70,70.0,15,280.0,4.0,12.10938389485281,6,0,6,2
71,71.0,14,294.0,4.2,12.26606131068513,6,0,6,2
72,72.0,14,301.0,4.23943661971831,12.159326720741873,6,0,5,2
73,73.0,17,316.0,4.328767123287672,11.969114317462141,7,1,5,2
74,74.0,16,331.0,4.472972972972973,11.867784957019584,7,2,5,2
75,75.0,17,347.0,4.626666666666667,11.498564411733202,7,1,6,2
76,76.0,19,364.0,4.8533333333333335,10.669399615770411,7,1,7,3
77,77.0,19,382.0,5.026315789473684,10.291695922500184,7,2,7,2
78,78.0,18,393.0,5.171052631578948,9.831582815068204,8,0,8,2
79,79.0,18,410.0,5.324675324675325,9.608125604205,8,0,7,2
80,80.0,19,428.0,5.631578947368421,9.72585388205934,8,0,7,2
81,81.0,19,385.0,4.935897435897436,9.78746452041356,8,0,8,1
82,82.0,18,381.0,4.884615384615385,9.779073981573335,8,1,7,0
83,83.0,17,398.0,5.102564102564102,10.088357219282592,8,1,7,0
84,84.0,19,417.0,5.346153846153846,10.241135210588178,8,1,9,0
85,85.0,22,437.0,5.4625,10.195207184011826,8,1,10,0
