,system_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,phase_i_cr30_101,phase_i_cr30_gln,phase_i_cr30_lln,phase_i_cr30_tln
0,0.0,0,0.0,0.0,0.0,0,0,0,0
1,1.0,1,0.0,0.0,0.0,0,0,0,0
2,2.0,1,0.0,0.0,0.6691539054503665,0,0,0,0
3,3.0,1,0.0,0.0,1.554347351480586,0,0,0,0
4,4.0,1,0.0,0.0,2.61354044318432,0,0,0,0
5,5.0,1,0.0,0.0,3.514615497332998,0,0,1,0
6,6.0,1,0.0,0.0,4.369125807293071,0,0,0,0
7,7.0,1,0.0,0.0,5.223609219338479,0,0,0,0
8,8.0,1,0.0,0.0,6.26513961176388,0,0,0,0
9,9.0,1,0.0,0.0,7.263396617840044,0,0,0,1
10,10.0,2,0.0,0.0,7.46358642021448,0,0,0,0
11,11.0,1,0.0,0.0,8.381923450541217,0,0,0,0
12,12.0,1,0.0,0.0,9.228184800785074,0,0,0,0
13,13.0,1,0.0,0.0,9.577897019331193,1,0,0,0
14,14.0,1,0.0,0.0,9.423452003019905,0,0,0,0
15,15.0,1,0.0,0.0,9.705643156008586,0,0,0,0
16,16.0,1,0.0,0.0,9.825043267017064,0,0,0,0
17,17.0,1,0.0,0.0,10.053171324433068,0,0,0,0
18,18.0,1,0.0,0.0,10.422576275395436,0,0,0,0
19,19.0,1,0.0,0.0,10.568401477217144,0,0,0,0
20,20.0,2,1.0,0.047619047619047616,10.773729077097688,0,0,1,0
21,21.0,2,2.0,0.09090909090909091,11.062272501489087,0,0,1,0
22,22.0,2,3.0,0.13043478260869565,11.23262820701908,0,0,1,0
23,23.0,2,4.0,0.16666666666666666,11.41006094855563,0,0,1,0
24,24.0,3,6.0,0.24,11.962765278442129,0,0,2,1
25,25.0,3,8.0,0.3076923076923077,12.528355762826392,0,0,1,1
26,26.0,2,10.0,0.38461538461538464,13.421862189589573,0,0,1,1
27,27.0,4,13.0,0.48148148148148145,13.686808110897081,1,0,1,1
28,28.0,4,16.0,0.5714285714285714,14.024760314854577,1,0,1,1
29,29.0,4,19.0,0.6551724137931034,14.092951719491616,1,0,2,1
30,30.0,4,22.0,0.7333333333333333,14.02122117277662,1,0,1,1
31,31.0,4,25.0,0.8064516129032258,14.122786589094353,1,0,1,1
32,32.0,4,28.0,0.875,14.36523597571923,1,0,2,1
33,33.0,4,31.0,0.9393939393939394,14.253623161773078,1,0,1,1
34,34.0,4,34.0,1.0,14.305048600416882,1,0,1,1
35,35.0,4,37.0,1.0571428571428572,14.31565080528614,1,0,1,1
36,36.0,5,40.0,1.1111111111111112,13.744859831820701,1,0,1,1
37,37.0,4,43.0,1.162162162162162,13.912829781050942,1,0,1,1
38,38.0,5,47.0,1.236842105263158,13.917682250394902,1,0,2,1
39,39.0,6,51.0,1.275,13.499958573234437,1,0,2,1
40,40.0,5,55.0,1.3414634146341464,13.670610120057038,1,0,2,1
41,41.0,6,60.0,1.4285714285714286,13.714330981248766,1,0,3,1
42,42.0,7,66.0,1.5714285714285714,13.735692784849334,1,1,3,1
43,43.0,6,72.0,1.7560975609756098,13.821195455533609,1,1,3,1
44,44.0,9,79.0,1.8372093023255813,13.368701252441264,1,1,4,1
45,45.0,7,82.0,1.8636363636363635,13.25899817283797,1,0,4,1
46,46.0,6,88.0,2.0,13.521676872540205,1,0,4,1
47,47.0,8,94.0,2.0434782608695654,13.172146260827523,1,0,4,1
48,48.0,7,100.0,2.127659574468085,13.13717068825541,1,0,4,2
49,49.0,9,107.0,2.183673469387755,12.995903831118378,2,0,4,1
50,50.0,8,115.0,2.3469387755102042,13.156937445425006,3,0,4,1
51,51.0,10,124.0,2.48,13.030964594452453,4,0,4,1
52,52.0,12,134.0,2.576923076923077,12.654467167072479,4,0,5,2
53,53.0,11,144.0,2.7169811320754715,12.594113602292445,4,0,4,2
54,54.0,10,150.0,2.830188679245283,12.471327346426229,3,0,4,2
55,55.0,10,160.0,3.018867924528302,12.546008328759905,4,0,4,2
56,56.0,11,170.0,3.1481481481481484,12.42185003115325,4,0,4,2
57,57.0,11,180.0,3.272727272727273,12.54670932139335,4,0,4,2
58,58.0,11,190.0,3.392857142857143,12.588614036782804,4,0,4,2
59,59.0,12,201.0,3.526315789473684,12.644053737989918,5,0,4,2
60,60.0,11,212.0,3.719298245614035,12.777432481310306,5,0,4,2
61,61.0,12,223.0,3.8448275862068964,12.710728395260436,5,0,4,2
62,62.0,14,235.0,3.983050847457627,12.207799205924989,6,1,4,2
63,63.0,14,248.0,4.133333333333334,12.298402258251365,6,0,4,4
64,64.0,16,261.0,4.209677419354839,11.988474176266674,6,1,5,3
65,65.0,15,275.0,4.365079365079365,12.298700700408961,6,0,5,3
66,66.0,15,289.0,4.515625,12.481399694932232,6,0,5,3
67,67.0,15,303.0,4.661538461538462,12.473787897388341,6,0,6,3
68,68.0,15,317.0,4.803030303030303,12.584000425577177,6,0,5,3
69,69.0,15,331.0,4.940298507462686,12.649876007144888,6,1,5,3
70,70.0,15,345.0,5.149253731343284,12.343175517528598,6,0,5,3
71,71.0,14,359.0,5.358208955223881,12.380797129934932,6,0,5,3
72,72.0,15,373.0,5.567164179104478,12.30422147620292,6,0,5,3
73,73.0,17,388.0,5.6231884057971016,12.147326531342706,7,0,5,3
74,74.0,16,403.0,5.757142857142857,12.22639363691179,7,1,5,3
75,75.0,18,420.0,5.915492957746479,12.154190647999828,9,0,5,3
76,76.0,19,437.0,5.986301369863014,11.916411430636733,9,0,5,4
77,77.0,18,454.0,6.135135135135135,11.76636621256659,9,0,5,3
78,78.0,20,473.0,6.391891891891892,11.354307397410638,9,0,7,3
79,79.0,20,491.0,6.635135135135135,11.09199857836008,9,0,7,3
80,80.0,20,510.0,6.8,10.943370059498072,9,0,7,3
81,81.0,22,530.0,6.973684210526316,10.466786637100942,9,0,9,3
82,82.0,22,551.0,7.25,10.375387710941645,9,0,8,4
83,83.0,22,573.0,7.5394736842105265,10.526157173709606,10,0,8,4
84,84.0,25,598.0,7.973333333333334,10.4356363211553,11,1,9,4
85,85.0,29,625.0,8.223684210526315,10.241573110095159,12,1,9,5
