,system_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,phase_i_cr30_101,phase_i_cr30_gln,phase_i_cr30_lln,phase_i_cr30_tln
0,0.0,0,0.0,0.0,0.0,0,0,0,0
1,1.0,1,0.0,0.0,0.0,0,0,0,0
2,2.0,1,0.0,0.0,0.9369793102843686,0,0,0,0
3,3.0,1,0.0,0.0,2.1154534099080293,0,0,0,0
4,4.0,1,0.0,0.0,3.3282335905882063,0,0,0,0
5,5.0,1,0.0,0.0,4.260141371614299,0,0,1,0
6,6.0,1,0.0,0.0,5.151107008374917,0,0,0,0
7,7.0,1,0.0,0.0,6.288289496981139,0,0,0,0
8,8.0,1,0.0,0.0,7.328946310514584,0,0,0,0
9,9.0,1,0.0,0.0,8.129558253984174,0,0,0,1
10,10.0,2,0.0,0.0,8.208308699913324,0,0,0,0
11,11.0,1,0.0,0.0,9.211978555698595,0,0,0,0
12,12.0,1,0.0,0.0,9.70892349978658,0,0,0,0
13,13.0,1,0.0,0.0,9.763815542724329,1,0,0,0
14,14.0,1,0.0,0.0,10.024149941863529,0,0,0,0
15,15.0,1,0.0,0.0,10.494942260925502,0,0,0,0
16,16.0,1,0.0,0.0,10.366765265616442,0,0,0,0
17,17.0,2,1.0,0.05555555555555555,10.757277943366452,0,0,1,0
18,18.0,2,2.0,0.10526315789473684,11.073347362002103,0,0,1,0
19,19.0,2,3.0,0.15,11.31129849275288,0,0,1,0
20,20.0,2,4.0,0.19047619047619047,11.752304906817463,0,0,1,0
21,21.0,2,5.0,0.22727272727272727,12.100354842377103,0,0,1,0
22,22.0,3,7.0,0.30434782608695654,12.425361928589462,0,0,1,1
23,23.0,3,9.0,0.375,12.799096710472407,0,0,1,1
24,24.0,3,11.0,0.44,13.165791633615,0,0,2,1
25,25.0,3,13.0,0.5,13.227958841685641,0,0,1,1
26,26.0,2,15.0,0.5769230769230769,13.833256054074448,0,0,1,1
27,27.0,3,17.0,0.6296296296296297,13.638810003380126,0,0,1,1
28,28.0,3,19.0,0.6785714285714286,13.566314200422147,0,0,1,1
29,29.0,5,23.0,0.7931034482758621,13.352014994465437,0,1,2,1
30,30.0,5,27.0,0.9,13.37522576403532,0,1,1,1
31,31.0,5,31.0,1.0,13.392791514962143,0,1,1,1
32,32.0,5,32.0,1.0,13.38735539861446,0,2,2,1
33,33.0,3,29.0,0.8787878787878788,13.54632423772465,0,0,1,1
34,34.0,3,31.0,0.9117647058823529,13.429176674194261,0,0,1,1
35,35.0,3,33.0,0.9428571428571428,13.349979663060658,0,0,1,1
36,36.0,4,36.0,1.0285714285714285,12.77469211831152,1,0,1,1
37,37.0,5,39.0,1.054054054054054,12.688950518825058,1,0,1,1
38,38.0,7,44.0,1.1282051282051282,12.478404031879295,1,0,3,1
39,39.0,6,49.0,1.225,12.877146984226254,1,0,3,1
40,40.0,6,54.0,1.3170731707317074,13.210005244061504,1,0,3,1
41,41.0,7,60.0,1.4285714285714286,13.382092158352494,1,0,4,1
42,42.0,8,67.0,1.558139534883721,13.57078295200019,1,0,5,1
43,43.0,7,74.0,1.7209302325581395,14.12485412777137,1,0,5,1
44,44.0,9,82.0,1.8636363636363635,14.115173924035505,1,0,6,1
45,45.0,10,90.0,2.0,13.692806085255722,1,0,6,1
46,46.0,8,98.0,2.1777777777777776,13.723198965751427,1,0,6,1
47,47.0,10,106.0,2.25531914893617,13.161974623212062,1,0,6,1
48,48.0,9,114.0,2.375,13.161694328225407,1,0,6,2
49,49.0,11,123.0,2.510204081632653,12.682522640360402,1,0,7,1
50,50.0,9,132.0,2.693877551020408,12.895988975379304,1,0,7,1
51,51.0,11,142.0,2.84,12.676168255327852,2,0,7,1
52,52.0,13,153.0,2.9423076923076925,12.310611167231833,3,0,8,1
53,53.0,12,164.0,3.0943396226415096,12.287973457636129,3,0,7,1
54,54.0,13,176.0,3.259259259259259,12.35459691083889,4,0,7,1
55,55.0,13,188.0,3.418181818181818,12.388597642133405,4,0,7,1
56,56.0,15,201.0,3.526315789473684,12.134933342713799,4,0,8,1
57,57.0,12,196.0,3.3793103448275863,12.161453888314986,4,0,6,1
58,58.0,12,207.0,3.5084745762711864,12.128036407847704,4,0,6,1
59,59.0,12,218.0,3.6333333333333333,12.011776056468591,4,1,6,1
60,60.0,12,230.0,3.8333333333333335,11.907413859085315,5,0,6,1
61,61.0,15,244.0,4.0,11.655352527116927,5,0,8,1
62,62.0,17,259.0,4.111111111111111,11.257457980830695,5,1,8,2
63,63.0,16,275.0,4.365079365079365,11.625271998175917,5,0,9,2
64,64.0,21,294.0,4.523076923076923,11.534235341437757,6,0,11,2
65,65.0,19,312.0,4.8,11.994932060034069,7,0,10,2
66,66.0,21,331.0,4.940298507462686,11.916298888142299,7,0,10,3
67,67.0,20,350.0,5.147058823529412,11.892461364153032,7,0,11,2
68,68.0,20,369.0,5.426470588235294,11.732496851595082,7,0,10,2
69,69.0,20,388.0,5.6231884057971016,11.802224409282603,7,1,10,2
70,70.0,21,408.0,5.913043478260869,11.68976292219007,8,0,10,2
71,71.0,20,428.0,6.294117647058823,11.570899544147522,8,0,10,2
72,72.0,21,448.0,6.492753623188406,11.467277511493702,8,0,10,2
73,73.0,23,469.0,6.797101449275362,10.892300680894948,9,0,10,2
74,74.0,22,490.0,7.0,10.605364825932096,9,1,10,2
75,75.0,23,512.0,7.211267605633803,10.434120993239999,9,0,11,2
76,76.0,25,535.0,7.328767123287672,10.000269936171096,9,0,12,3
77,77.0,25,559.0,7.554054054054054,9.69454910025518,9,0,13,2
78,78.0,25,583.0,7.773333333333333,9.581081659819674,9,0,14,2
79,79.0,27,609.0,8.22972972972973,9.348581425426927,9,0,15,2
80,80.0,28,636.0,8.594594594594595,9.19116935505852,9,0,15,3
81,81.0,32,666.0,8.88,8.889487588236486,10,0,17,4
82,82.0,32,697.0,9.293333333333333,8.576266203403701,10,1,16,4
83,83.0,31,728.0,9.837837837837839,8.448937875906969,10,1,16,4
84,84.0,27,625.0,8.445945945945946,8.576264898359176,10,1,12,4
85,85.0,31,594.0,7.815789473684211,8.479064574617775,12,1,12,4
